id,state,year,age_group,gender,race,whether_mental_ill,armed,flee,body_camera_binary
5300,PA,2019,18–29,male,B,no,yes,yes,0
5302,CA,2019,30–44,male,W,no,yes,no,0
5327,MS,2019,45–59,male,B,no,yes,yes,0
5317,AZ,2019,30–44,male,H,no,yes,yes,0
5329,AR,2019,18–29,male,W,yes,yes,no,0
5398,TX,2019,30–44,male,H,no,yes,yes,0
5326,FL,2019,60+,male,W,yes,yes,no,1
5331,OK,2019,60+,male,B,no,yes,yes,0
5399,MO,2019,45–59,male,W,no,yes,no,0
5328,FL,2019,45–59,female,W,yes,no,no,0
5330,GA,2019,18–29,male,B,no,yes,yes,0
5314,TN,2019,30–44,male,B,no,no,Unknown,0
5325,FL,2019,30–44,male,H,yes,yes,no,0
5320,VA,2019,30–44,male,W,no,yes,no,0
5322,ME,2019,Under 18,male,H,no,yes,Unknown,0
5323,MD,2019,45–59,male,W,yes,yes,no,0
5324,UT,2019,30–44,male,W,no,no,yes,0
5315,TX,2019,45–59,male,W,no,yes,yes,0
5316,TN,2019,30–44,male,W,no,yes,no,0
5319,CA,2019,18–29,male,H,no,yes,no,0
5321,OH,2019,30–44,male,W,yes,yes,no,1
5400,CA,2019,30–44,male,W,no,yes,yes,0
5310,MS,2019,60+,male,W,yes,yes,Unknown,0
5311,SD,2019,18–29,male,W,yes,yes,no,0
5313,AK,2019,30–44,male,W,no,yes,no,0
5318,CA,2019,45–59,male,H,no,yes,no,0
5312,TX,2019,18–29,male,B,no,yes,yes,1
5402,KS,2019,45–59,female,W,no,yes,yes,0
5404,MO,2019,18–29,male,W,no,yes,yes,0
5332,AZ,2019,18–29,male,W,no,yes,no,0
5333,MO,2019,30–44,male,B,no,yes,yes,0
5345,AR,2019,18–29,male,Unknown,no,yes,Unknown,0
5358,WA,2019,18–29,male,B,no,yes,no,0
5359,NE,2019,45–59,male,B,no,yes,no,1
5374,WV,2019,45–59,male,W,no,yes,yes,0
5342,CA,2020,18–29,male,W,yes,no,no,0
5344,VA,2020,18–29,male,W,no,yes,no,0
5347,OR,2020,18–29,male,W,yes,yes,no,1
5403,CO,2020,18–29,male,H,no,yes,no,1
5339,MO,2020,18–29,male,W,no,yes,yes,0
5340,CT,2020,30–44,male,H,no,yes,no,1
5348,OR,2020,60+,male,W,yes,yes,no,0
5349,NV,2020,18–29,male,B,no,yes,yes,1
5350,CA,2020,30–44,male,W,no,yes,yes,1
5405,IL,2020,30–44,male,H,no,yes,yes,0
5341,IL,2020,18–29,male,B,no,yes,no,0
5334,AL,2020,45–59,male,W,no,yes,no,0
5335,FL,2020,Under 18,male,B,no,yes,yes,0
5336,DE,2020,18–29,male,B,yes,yes,no,0
5337,OK,2020,45–59,male,W,no,yes,no,0
5338,TX,2020,30–44,male,H,no,yes,yes,0
5352,NV,2020,18–29,male,B,yes,yes,yes,0
5351,NC,2020,18–29,male,W,no,yes,yes,0
5353,AZ,2020,18–29,male,H,no,yes,yes,0
5354,NM,2020,18–29,male,H,no,yes,no,0
5355,CO,2020,18–29,male,W,no,yes,yes,1
5356,HI,2020,30–44,male,A,no,no,no,0
5357,AK,2020,45–59,male,W,no,yes,no,0
5361,MO,2020,30–44,male,W,no,yes,no,0
5498,CA,2020,18–29,male,Unknown,yes,yes,yes,0
5360,AL,2020,30–44,male,W,yes,yes,no,0
5362,NY,2020,30–44,male,B,no,yes,yes,1
5364,ND,2020,30–44,male,W,yes,yes,no,0
5499,OH,2020,30–44,male,W,no,yes,yes,0
5571,PA,2020,45–59,male,B,yes,yes,no,0
5363,WA,2020,18–29,male,A,no,no,yes,0
5365,CA,2020,18–29,male,H,no,yes,yes,0
5369,FL,2020,45–59,male,B,yes,yes,Unknown,0
5501,GA,2020,45–59,male,B,no,yes,no,0
5367,CA,2020,30–44,male,H,yes,no,Unknown,0
5368,MO,2020,45–59,male,W,no,yes,yes,0
5370,CO,2020,45–59,male,W,no,yes,no,0
5371,IN,2020,18–29,male,B,no,yes,no,0
5372,TX,2020,45–59,male,W,no,yes,no,0
5373,FL,2020,45–59,male,H,no,yes,no,0
5375,GA,2020,45–59,male,B,no,yes,no,0
5378,FL,2020,45–59,male,B,no,yes,no,1
5379,MT,2020,30–44,male,W,no,yes,no,0
5382,NC,2020,45–59,male,W,no,yes,no,0
5503,FL,2020,30–44,male,W,no,yes,no,0
5377,CT,2020,18–29,male,B,no,yes,yes,1
5380,WI,2020,30–44,male,W,no,yes,Unknown,0
5381,NV,2020,60+,male,W,no,yes,no,0
5376,GA,2020,18–29,male,B,no,yes,yes,0
5406,FL,2020,30–44,male,W,no,yes,no,0
5386,CT,2020,45–59,male,W,no,yes,no,0
5389,CA,2020,30–44,male,H,no,yes,yes,0
5391,AZ,2020,30–44,male,W,yes,yes,no,0
5394,IN,2020,30–44,male,W,no,yes,no,0
5383,AR,2020,18–29,male,W,no,yes,yes,0
5387,WA,2020,60+,male,A,no,yes,no,0
5407,FL,2020,18–29,male,B,no,yes,yes,0
5408,WI,2020,30–44,male,W,no,yes,no,0
5432,CO,2020,30–44,male,W,no,yes,no,0
5508,AZ,2020,30–44,male,H,no,yes,Unknown,0
5570,OK,2020,30–44,male,W,no,no,yes,0
5429,GA,2020,18–29,male,B,no,yes,yes,0
5430,TX,2020,30–44,male,W,no,yes,Unknown,0
5431,AK,2020,18–29,male,W,no,yes,yes,0
5433,FL,2020,18–29,male,B,no,yes,yes,0
5506,GA,2020,30–44,male,B,no,yes,yes,0
5507,NJ,2020,30–44,male,B,no,yes,yes,0
5427,TX,2020,18–29,male,W,no,yes,yes,0
5428,CA,2020,30–44,male,H,no,yes,yes,1
5436,AL,2020,30–44,female,W,yes,yes,no,0
5425,CO,2020,18–29,male,B,no,yes,yes,0
5426,OH,2020,30–44,male,B,no,yes,yes,0
5424,AZ,2020,30–44,male,W,no,yes,yes,0
5434,MD,2020,30–44,male,B,no,no,no,0
5435,SC,2020,18–29,male,B,no,yes,no,0
5505,MD,2020,30–44,male,W,yes,yes,no,0
5440,AZ,2020,18–29,male,W,yes,yes,no,0
5442,AZ,2020,30–44,male,H,no,yes,no,0
5569,KY,2020,30–44,male,W,no,yes,no,0
5441,NC,2020,18–29,male,B,no,no,yes,0
5500,NY,2020,30–44,male,W,yes,yes,no,0
5502,AK,2020,30–44,male,W,no,yes,yes,0
5443,OH,2020,30–44,male,W,no,yes,no,0
5456,OH,2020,Under 18,male,B,no,yes,no,0
5457,NC,2020,45–59,male,B,yes,no,yes,1
5504,MO,2020,18–29,male,B,no,yes,yes,0
5493,MS,2020,45–59,male,B,no,yes,no,0
5497,FL,2020,18–29,male,W,no,yes,no,0
5566,FL,2020,30–44,male,B,no,yes,no,0
5495,WI,2020,Under 18,male,B,no,yes,yes,0
5496,ME,2020,30–44,male,W,yes,yes,yes,0
5567,AZ,2020,60+,male,Unknown,no,yes,no,0
5494,UT,2020,45–59,male,B,no,yes,no,0
5513,TX,2020,18–29,male,B,yes,yes,no,1
5516,OK,2020,30–44,male,W,no,yes,yes,0
5563,CA,2020,18–29,male,B,yes,yes,no,0
5564,CA,2020,30–44,male,W,yes,yes,yes,0
5523,NV,2020,45–59,male,W,no,yes,no,0
5565,KS,2020,30–44,male,H,no,yes,yes,0
5512,FL,2020,30–44,male,W,no,yes,yes,0
5514,MA,2020,30–44,male,W,yes,no,yes,0
5524,OK,2020,30–44,male,W,yes,yes,no,0
5562,MO,2020,30–44,male,Unknown,no,yes,no,0
5518,AL,2020,60+,male,W,no,yes,no,0
5522,MO,2020,45–59,male,W,no,yes,no,0
5517,WA,2020,45–59,male,W,no,yes,yes,0
5519,FL,2020,18–29,male,B,no,yes,no,0
5520,MI,2020,45–59,male,W,no,yes,no,0
5521,IL,2020,30–44,male,B,no,yes,yes,0
5561,GA,2020,45–59,male,W,no,yes,no,0
5527,AR,2020,30–44,male,B,no,yes,no,0
5529,LA,2020,30–44,male,W,no,yes,no,0
5530,AL,2020,30–44,male,W,no,yes,yes,1
5525,VA,2020,45–59,male,N,no,yes,no,0
5526,MD,2020,30–44,male,W,no,yes,no,0
5528,ND,2020,18–29,male,N,no,yes,no,0
5538,LA,2020,30–44,male,W,no,no,no,1
5546,UT,2020,30–44,male,W,no,yes,yes,0
5549,TX,2020,18–29,male,H,no,yes,no,0
5550,NV,2020,30–44,male,H,no,yes,no,0
5535,OR,2020,18–29,male,H,no,yes,no,1
5539,CO,2020,60+,male,W,yes,yes,yes,0
5548,NC,2020,45–59,male,W,no,yes,yes,0
5536,AK,2020,Under 18,male,A,no,yes,no,0
5532,MA,2020,30–44,male,W,no,yes,yes,0
5533,CA,2020,30–44,male,B,no,yes,yes,0
5545,FL,2020,30–44,male,H,no,yes,yes,0
5575,IN,2020,30–44,male,W,no,yes,yes,0
5534,TN,2020,18–29,male,W,no,yes,no,0
5560,AZ,2020,18–29,male,N,no,yes,no,0
5531,FL,2020,18–29,male,B,no,yes,yes,0
5542,CA,2020,30–44,male,H,no,yes,no,0
5556,OH,2020,Under 18,male,B,no,yes,no,0
5557,GA,2020,60+,male,W,no,yes,no,0
5554,GA,2020,18–29,male,Unknown,no,yes,yes,0
5555,CO,2020,30–44,male,H,no,yes,no,0
5559,AZ,2020,30–44,female,Unknown,no,no,no,0
5553,NM,2020,30–44,male,H,no,yes,yes,0
5551,NC,2020,60+,male,Unknown,no,yes,no,0
5552,WI,2020,18–29,male,W,no,yes,yes,0
5574,NE,2020,18–29,male,W,yes,yes,no,0
5576,TX,2020,18–29,male,W,yes,no,no,0
5573,AL,2020,30–44,male,B,no,yes,yes,0
5589,LA,2020,30–44,male,B,no,yes,no,0
5590,NY,2020,18–29,male,B,no,yes,yes,0
5591,ID,2020,18–29,male,W,no,yes,yes,1
5592,TX,2020,Under 18,male,W,no,yes,no,0
5602,CA,2020,18–29,male,W,no,no,Unknown,0
5603,SC,2020,45–59,male,W,no,yes,no,0
5588,MO,2020,30–44,male,Unknown,no,no,Unknown,0
5593,FL,2020,30–44,male,B,no,yes,yes,0
5595,CO,2020,30–44,male,H,no,yes,no,0
5596,OK,2020,30–44,male,W,no,yes,yes,0
5597,OH,2020,45–59,male,Unknown,no,yes,no,0
5578,MN,2020,30–44,male,W,yes,yes,no,0
5579,AZ,2020,30–44,male,W,no,yes,Unknown,0
5594,FL,2020,30–44,male,H,yes,yes,Unknown,0
5586,WA,2020,18–29,male,H,no,yes,yes,0
5580,WI,2020,45–59,male,B,no,yes,Unknown,0
5585,TX,2020,45–59,male,H,no,yes,no,0
5587,NV,2020,45–59,male,W,yes,yes,no,1
5577,CO,2020,30–44,male,W,no,yes,yes,0
5581,CA,2020,30–44,male,H,no,yes,no,0
5582,CA,2020,18–29,male,Unknown,yes,yes,Unknown,0
5583,TX,2020,Under 18,male,W,yes,yes,no,0
5584,NC,2020,30–44,male,W,no,yes,Unknown,0
10116,TX,2020,18–29,male,H,no,yes,no,0
5600,LA,2020,30–44,male,W,yes,no,no,0
5601,TX,2020,60+,male,W,no,no,yes,0
5598,FL,2020,45–59,male,H,no,yes,no,0
5607,WA,2020,30–44,male,W,no,yes,Unknown,0
5605,AR,2020,30–44,male,W,yes,no,no,0
5612,NC,2020,60+,male,Unknown,no,yes,no,0
5613,VA,2020,30–44,male,O,no,yes,no,0
5656,PA,2020,18–29,male,B,no,yes,no,0
5616,AZ,2020,30–44,male,Unknown,yes,yes,no,0
5619,OH,2020,18–29,male,B,no,yes,no,0
5620,FL,2020,18–29,male,B,no,no,yes,0
5621,OK,2020,30–44,male,W,no,yes,no,0
5657,CA,2020,30–44,male,W,no,no,no,0
5610,PA,2020,30–44,male,Unknown,no,yes,no,0
5618,OH,2020,30–44,male,W,no,yes,yes,0
5608,AL,2020,60+,male,Unknown,no,yes,no,0
5609,AZ,2020,60+,male,W,no,yes,no,0
5614,CA,2020,18–29,female,H,no,yes,no,0
5615,TX,2020,30–44,male,W,no,no,yes,0
5617,MN,2020,45–59,male,W,no,yes,no,0
5623,AK,2020,30–44,male,W,no,no,no,0
5622,CA,2020,18–29,female,W,yes,yes,no,0
5633,TX,2020,45–59,male,H,no,yes,Unknown,0
5659,CA,2020,30–44,male,H,yes,no,Unknown,0
5660,FL,2020,30–44,male,W,no,yes,yes,0
5661,AK,2020,30–44,female,W,no,yes,Unknown,0
5662,MD,2020,18–29,male,W,no,yes,no,1
5663,MO,2020,45–59,male,B,no,no,yes,0
5626,KY,2020,18–29,female,B,no,no,no,0
5628,OK,2020,30–44,male,H,no,no,yes,0
5635,PA,2020,60+,male,W,yes,yes,Unknown,0
5654,AZ,2020,30–44,male,H,no,no,no,0
5664,TX,2020,45–59,male,A,no,yes,no,0
5627,FL,2020,45–59,male,Unknown,no,yes,yes,0
5629,NM,2020,30–44,male,H,no,yes,yes,0
5630,KY,2020,30–44,male,W,no,yes,yes,1
5631,OR,2020,30–44,male,W,no,yes,no,0
5632,CA,2020,30–44,male,Unknown,no,yes,yes,0
5634,CO,2020,18–29,male,W,no,yes,yes,0
5624,NC,2020,30–44,male,W,no,yes,Unknown,0
5625,CA,2020,18–29,female,H,no,yes,no,0
5640,MT,2020,45–59,male,W,no,yes,yes,0
5666,VA,2020,18–29,male,W,no,yes,yes,0
5636,IA,2020,30–44,male,B,no,yes,no,0
5637,TX,2020,45–59,male,H,no,yes,no,0
5638,FL,2020,30–44,male,Unknown,yes,yes,yes,1
5639,VA,2020,18–29,male,W,no,yes,Unknown,0
5655,AZ,2020,45–59,male,Unknown,no,no,yes,0
5709,PA,2020,30–44,female,W,no,yes,yes,0
5711,GA,2020,30–44,male,B,yes,yes,yes,0
5651,LA,2020,60+,male,B,no,yes,Unknown,0
5652,TX,2020,18–29,male,B,no,yes,yes,0
5653,CO,2020,45–59,male,W,no,yes,yes,0
5643,MO,2020,30–44,male,W,no,yes,Unknown,0
5650,NY,2020,45–59,male,W,yes,yes,no,0
5646,TN,2020,30–44,male,W,no,yes,yes,0
5647,FL,2020,30–44,male,B,no,no,yes,0
5648,GA,2020,18–29,male,B,no,yes,yes,0
5649,VA,2020,18–29,male,B,no,yes,no,0
5644,CA,2020,30–44,male,Unknown,no,yes,no,0
5645,UT,2020,18–29,male,Unknown,no,no,yes,0
5641,CA,2020,45–59,male,B,no,no,no,1
5642,TX,2020,45–59,male,H,no,yes,no,0
5683,CA,2020,45–59,male,W,no,yes,no,0
5684,NY,2020,30–44,male,W,yes,yes,no,0
5685,WA,2020,30–44,female,W,no,yes,yes,0
5686,NC,2020,45–59,male,W,no,yes,yes,0
5687,TX,2020,30–44,male,H,no,yes,yes,0
5688,NV,2020,18–29,male,W,no,yes,no,1
5689,AR,2020,45–59,male,W,yes,yes,no,0
5717,FL,2020,45–59,female,W,no,yes,no,0
5719,NC,2020,30–44,male,W,no,no,yes,0
5692,VA,2020,45–59,male,W,yes,yes,no,0
5693,NY,2020,18–29,male,B,no,yes,Unknown,1
5721,OR,2020,45–59,male,Unknown,no,yes,Unknown,0
5695,KY,2020,45–59,male,Unknown,no,yes,no,0
5696,ID,2020,45–59,male,W,no,yes,no,0
5697,AZ,2020,18–29,male,W,yes,yes,no,0
5698,MD,2020,30–44,male,B,no,yes,no,1
5699,KY,2020,30–44,male,W,no,yes,no,1
5700,CA,2020,30–44,male,H,no,yes,no,0
5701,NM,2020,45–59,male,H,yes,yes,no,0
5702,NC,2020,18–29,male,W,no,yes,no,0
5703,VA,2020,18–29,male,Unknown,no,yes,yes,0
5704,MS,2020,18–29,male,W,no,yes,yes,0
5706,LA,2020,60+,male,B,no,yes,no,0
5707,OR,2020,30–44,male,W,no,yes,no,0
5710,AZ,2020,30–44,male,H,no,yes,yes,0
5712,TX,2020,60+,male,W,no,yes,Unknown,0
5713,CT,2020,18–29,male,H,yes,no,no,0
5714,WV,2020,18–29,male,W,no,yes,no,0
5715,FL,2020,45–59,male,Unknown,no,yes,no,0
5716,NH,2020,60+,male,W,no,yes,no,0
5722,MA,2020,30–44,male,W,no,yes,no,0
5723,FL,2020,60+,male,W,no,yes,Unknown,0
5724,AL,2020,45–59,male,W,no,yes,yes,0
5725,FL,2020,18–29,male,H,no,yes,yes,0
5726,WA,2020,30–44,male,Unknown,yes,yes,yes,0
5727,TN,2020,30–44,male,B,no,yes,no,0
5728,AZ,2020,30–44,male,W,yes,yes,no,0
5729,IA,2020,30–44,male,W,no,yes,yes,1
5730,LA,2020,18–29,male,W,no,yes,yes,0
5731,TX,2020,45–59,male,B,no,yes,no,0
5732,MD,2020,45–59,male,W,yes,yes,no,0
5733,SC,2020,Under 18,male,B,no,yes,yes,0
5734,VA,2020,18–29,male,B,no,yes,yes,0
5735,TN,2020,30–44,male,W,no,yes,yes,0
5736,CO,2020,30–44,male,W,no,no,yes,0
5738,PA,2020,30–44,male,W,no,no,no,0
5682,WA,2020,45–59,male,Unknown,yes,yes,no,0
5739,PA,2020,30–44,male,B,no,yes,no,0
5740,FL,2020,18–29,female,W,yes,yes,no,1
5741,IN,2020,45–59,male,W,no,yes,no,0
5742,OR,2020,45–59,male,W,no,yes,Unknown,0
5743,CA,2020,30–44,male,W,yes,yes,yes,0
5745,FL,2020,45–59,male,H,no,yes,no,0
5746,CA,2020,30–44,male,H,no,yes,yes,0
5681,ME,2020,30–44,male,W,no,yes,no,0
5677,NC,2020,30–44,male,Unknown,no,yes,no,0
5678,NE,2020,30–44,male,W,no,yes,no,0
5679,WI,2020,45–59,male,W,no,yes,no,0
5748,GA,2020,30–44,male,B,yes,yes,no,0
5670,CA,2020,18–29,male,H,no,yes,yes,1
5674,MT,2020,45–59,male,W,no,yes,no,0
5747,MO,2020,18–29,male,Unknown,no,yes,yes,0
5749,TX,2020,30–44,male,B,no,yes,yes,0
5750,SC,2020,30–44,male,W,no,yes,Unknown,0
5671,CA,2020,30–44,male,B,yes,yes,no,0
5672,MO,2020,30–44,male,B,no,yes,no,0
5673,MN,2020,18–29,male,W,yes,yes,yes,0
5669,NV,2020,30–44,male,W,no,yes,no,1
5761,CO,2020,18–29,male,B,no,yes,no,0
10102,CA,2020,30–44,male,W,no,no,yes,0
5756,NV,2020,18–29,male,B,no,yes,yes,1
5775,TX,2020,18–29,male,H,yes,yes,no,1
5759,SC,2020,30–44,male,B,no,yes,no,0
5760,CO,2020,30–44,male,Unknown,no,yes,no,0
5763,CA,2020,30–44,male,H,no,yes,no,0
5917,TX,2020,30–44,male,B,no,no,yes,0
5758,NJ,2020,30–44,male,W,yes,yes,no,0
5862,NV,2020,30–44,male,B,no,no,no,0
5751,TX,2020,30–44,male,H,no,no,yes,1
5752,NC,2020,18–29,male,Unknown,no,yes,no,1
5753,CA,2020,18–29,male,W,no,yes,yes,0
5754,TX,2020,45–59,male,B,no,yes,Unknown,0
5755,GA,2020,60+,male,B,no,yes,no,0
5767,ME,2020,45–59,male,W,no,yes,no,0
5768,GA,2020,60+,male,W,no,yes,no,0
5765,NJ,2020,45–59,male,Unknown,no,yes,yes,0
5766,MD,2020,18–29,male,A,no,yes,no,0
6170,TX,2020,18–29,male,H,no,yes,no,0
6518,GA,2020,30–44,male,W,no,yes,yes,0
5786,WA,2020,45–59,male,W,no,yes,no,0
5788,AZ,2020,30–44,male,W,no,yes,yes,0
5950,FL,2020,18–29,male,B,no,yes,yes,0
5784,NV,2020,30–44,male,H,no,yes,yes,0
5785,CA,2020,18–29,male,W,no,yes,yes,0
5787,IN,2020,18–29,male,B,no,yes,no,0
5782,CA,2020,18–29,male,H,no,yes,yes,0
5783,KY,2020,30–44,male,W,no,yes,yes,0
5776,CO,2020,18–29,male,B,no,yes,yes,1
5777,CA,2020,30–44,male,W,yes,no,yes,0
5778,WA,2020,18–29,male,B,no,no,yes,1
5780,AR,2020,30–44,male,B,no,yes,no,0
5781,WA,2020,18–29,male,B,no,yes,no,0
6169,IN,2020,18–29,male,W,yes,yes,no,1
5769,FL,2020,45–59,male,W,no,yes,no,0
5770,NC,2020,30–44,male,W,no,yes,yes,1
5771,IN,2020,60+,male,W,yes,yes,no,0
5772,FL,2020,45–59,male,W,no,yes,no,0
5773,CA,2020,18–29,male,H,no,yes,no,1
5774,TX,2020,30–44,male,W,no,yes,no,0
5871,KS,2020,30–44,male,W,no,yes,yes,0
5876,CO,2020,18–29,male,Unknown,no,no,yes,0
5813,CA,2020,30–44,male,H,no,yes,no,0
5814,OK,2020,18–29,male,B,no,yes,yes,0
5807,MO,2020,18–29,male,B,no,yes,no,0
5808,CA,2020,45–59,female,W,yes,yes,no,0
5809,MO,2020,30–44,male,W,no,yes,yes,0
5810,NV,2020,30–44,male,W,yes,yes,no,1
5811,TX,2020,18–29,male,H,no,yes,Unknown,0
5812,FL,2020,18–29,male,B,no,yes,yes,0
5790,IN,2020,18–29,male,B,no,yes,yes,1
5802,WA,2020,18–29,male,W,yes,yes,Unknown,0
5804,NC,2020,45–59,male,W,no,yes,yes,0
5805,CO,2020,30–44,male,H,no,yes,yes,0
5800,CA,2020,30–44,male,H,no,yes,no,0
5803,NV,2020,45–59,male,W,no,yes,yes,0
5872,IN,2020,18–29,male,B,no,yes,no,0
5887,CA,2020,18–29,male,H,no,yes,no,1
5789,TX,2020,45–59,male,B,no,yes,no,1
5801,CA,2020,45–59,male,A,no,yes,yes,0
5791,WI,2020,30–44,male,H,no,yes,no,0
5792,MD,2020,30–44,male,B,no,yes,no,1
5794,GA,2020,45–59,male,B,yes,yes,yes,0
5796,CO,2020,45–59,male,W,no,yes,yes,0
5797,NC,2020,18–29,male,W,no,yes,no,0
5798,CO,2020,30–44,female,W,yes,yes,Unknown,0
5799,SC,2020,18–29,male,W,no,yes,yes,0
5795,CA,2020,45–59,male,W,no,yes,yes,0
5793,CA,2020,30–44,male,B,no,yes,Unknown,0
5818,FL,2020,30–44,male,W,no,yes,yes,1
5835,NC,2020,18–29,male,B,no,yes,yes,0
5827,TX,2020,30–44,male,B,yes,no,no,0
5831,OH,2020,45–59,male,W,yes,yes,no,0
5834,CA,2020,18–29,male,H,no,yes,no,1
5890,TX,2020,45–59,male,W,yes,yes,no,0
5893,SD,2020,30–44,male,Unknown,no,yes,yes,0
5830,CA,2020,30–44,male,A,no,yes,no,0
5832,CO,2020,30–44,male,W,no,yes,yes,0
5833,MS,2020,30–44,male,W,no,yes,yes,0
5823,MD,2020,18–29,male,B,no,yes,no,1
5826,GA,2020,30–44,male,W,no,yes,yes,0
5828,TX,2020,30–44,male,B,yes,yes,no,1
5822,WA,2020,18–29,male,H,no,yes,Unknown,0
5825,TN,2020,45–59,male,Unknown,no,yes,no,0
5895,LA,2020,30–44,male,W,no,yes,yes,0
5817,AR,2020,60+,male,W,no,yes,no,0
5821,WI,2020,18–29,male,W,no,yes,no,0
5816,WA,2020,45–59,male,B,no,yes,yes,1
5819,AL,2020,30–44,male,W,no,yes,no,0
5820,FL,2020,60+,male,B,no,yes,no,0
5824,TN,2020,18–29,male,W,no,no,no,0
6517,GA,2020,30–44,male,Unknown,no,yes,yes,0
5894,AL,2020,45–59,male,B,no,yes,yes,0
5923,CA,2020,18–29,male,Unknown,no,yes,yes,1
10993,NY,2020,30–44,male,H,yes,yes,no,1
5870,AZ,2020,30–44,male,W,no,yes,no,1
5892,SC,2020,60+,male,B,no,yes,no,0
5840,UT,2020,18–29,male,H,no,yes,yes,1
5873,NJ,2020,18–29,male,B,no,no,no,1
5874,NJ,2020,30–44,male,B,no,yes,Unknown,0
5888,KY,2020,45–59,male,Unknown,no,yes,yes,0
5836,TN,2020,30–44,male,Unknown,yes,yes,yes,0
5886,MT,2020,45–59,male,W,no,yes,no,0
5837,TN,2020,30–44,male,W,yes,yes,no,0
5839,TX,2020,30–44,male,H,yes,yes,no,0
5841,AZ,2020,18–29,male,B,no,no,no,1
5884,CA,2020,30–44,male,A,yes,no,no,1
5885,TX,2020,30–44,male,W,no,yes,no,0
5857,MI,2020,30–44,male,W,yes,yes,no,1
5860,NY,2020,60+,male,Unknown,yes,no,no,0
5861,FL,2020,60+,male,W,no,no,yes,1
5864,TX,2020,18–29,male,H,no,yes,no,0
5875,FL,2020,30–44,female,W,no,yes,no,0
5881,CO,2020,45–59,male,H,yes,yes,Unknown,1
5882,CA,2020,18–29,male,H,no,yes,yes,0
5883,OH,2020,45–59,male,Unknown,no,yes,no,0
5843,FL,2020,30–44,male,B,no,yes,no,0
5846,LA,2020,30–44,male,B,no,yes,yes,1
5847,NY,2020,45–59,male,W,no,yes,yes,0
5856,CA,2020,45–59,male,H,no,yes,Unknown,0
5858,CA,2020,30–44,male,H,no,yes,no,1
5859,OK,2020,30–44,male,Unknown,no,yes,no,0
5868,AL,2020,30–44,male,W,no,no,no,0
5851,OR,2020,18–29,male,W,no,yes,no,1
5853,UT,2020,45–59,male,W,no,yes,no,0
5855,CO,2020,30–44,male,W,no,yes,yes,0
5906,AR,2020,30–44,male,B,no,yes,no,0
5844,FL,2020,18–29,female,O,yes,yes,no,0
5848,CA,2020,30–44,male,A,no,yes,Unknown,1
5849,PA,2020,30–44,male,B,no,yes,no,0
5850,GA,2020,30–44,male,B,no,yes,yes,0
5879,FL,2020,30–44,male,B,no,yes,yes,0
6591,CA,2020,30–44,male,W,no,no,no,0
5863,FL,2020,45–59,male,B,no,yes,no,0
5852,OR,2020,45–59,male,W,no,no,Unknown,0
5878,WI,2020,30–44,male,W,no,yes,no,0
5842,KY,2020,45–59,male,B,no,yes,Unknown,1
5866,NV,2020,18–29,male,H,no,yes,no,0
5867,AR,2020,30–44,male,W,no,yes,no,0
5869,CA,2020,60+,male,W,no,yes,no,0
5896,CA,2020,18–29,male,H,no,yes,no,1
5897,NY,2020,30–44,male,B,no,yes,no,1
5898,OK,2020,30–44,female,W,no,yes,no,0
5902,SC,2020,30–44,male,W,no,yes,no,0
5904,TX,2020,18–29,male,H,no,yes,no,0
5905,AR,2020,30–44,male,W,no,no,no,0
5903,OK,2020,30–44,male,W,no,yes,no,0
5934,TX,2020,60+,male,W,yes,yes,no,0
5899,NY,2020,18–29,male,B,no,yes,yes,0
5900,CA,2020,18–29,male,H,no,yes,no,0
5901,TN,2020,30–44,male,W,yes,yes,no,0
5907,NY,2020,18–29,male,W,no,no,no,0
5908,CA,2020,30–44,male,W,yes,yes,no,0
5935,MO,2020,30–44,male,B,no,yes,no,0
5909,NM,2020,60+,male,W,yes,yes,no,0
5910,CO,2020,30–44,male,W,no,yes,Unknown,0
5911,FL,2020,30–44,male,B,no,yes,no,0
5936,MT,2020,45–59,male,W,no,yes,yes,0
5912,ID,2020,45–59,male,W,no,yes,Unknown,0
5937,FL,2020,30–44,male,W,yes,yes,no,0
5913,TN,2020,18–29,male,W,no,yes,yes,0
5914,CA,2020,18–29,male,W,yes,yes,yes,0
5915,CA,2020,60+,male,B,no,no,no,0
5916,GA,2020,18–29,male,B,no,yes,yes,1
5925,IN,2020,18–29,male,B,no,yes,yes,0
5918,MO,2020,18–29,female,W,no,no,no,0
5921,MO,2020,18–29,male,W,no,yes,yes,0
5922,CA,2020,18–29,male,H,no,no,no,0
6590,CA,2020,18–29,male,H,no,yes,yes,0
5924,KS,2020,30–44,male,W,no,yes,yes,0
5926,IL,2020,18–29,male,B,no,yes,no,0
5927,AZ,2020,18–29,male,B,no,yes,no,1
5928,CA,2020,30–44,male,B,no,yes,no,0
6066,IN,2020,45–59,male,W,no,yes,yes,0
6067,MS,2020,45–59,male,W,no,yes,no,0
5930,CO,2020,30–44,male,W,no,yes,no,0
5932,MT,2020,18–29,male,W,no,yes,no,0
5933,CA,2020,18–29,male,H,no,yes,yes,0
6068,NC,2020,30–44,male,W,no,yes,no,0
5931,OK,2020,18–29,male,W,no,yes,yes,0
5941,NY,2020,18–29,male,W,no,yes,no,1
5940,LA,2020,30–44,male,W,no,yes,no,0
5939,CA,2020,18–29,male,W,no,yes,no,1
5938,CO,2020,18–29,male,H,no,yes,no,1
